XNXQ	KCH	KCM	XM
2015-2016-1	40350442	金属材料学	2014000044
2015-2016-1	10610204	马克思主义基本原理	2014000027
2015-2016-1	30050252	环境管理学	2015000006
2015-2016-1	10721281	三年级男生游泳高级班	2013000006
2015-2016-1	30240184	数据结构	2014000022
2015-2016-1	20230253	数据与算法	2014000002
2015-2016-1	10610204	马克思主义基本原理	2014000023
2015-2016-1	30641484	英语写作(1)	2015000005
2015-2016-1	00691223	宗教学基础知识	2013000011
2015-2016-1	00690651	文化素质教育讲座（1）	2014000015
2015-2016-1	40450461	信息处理的神经生物学讨论与计算机实践	2013000044
2015-2016-1	30510732	管理学原理	2014000016
2015-2016-1	10720371	二年级男生游泳	2014000038
2015-2016-1	10430801	物理实验B(1)	2014000022
2015-2016-1	00690651	文化素质教育讲座（1）	2014000006
2015-2016-1	20310314	工程力学A	2013000043
2015-2016-1	00510133	会计学原理	2014000037
2015-2016-1	00701271	心理学入门	2014000008
2015-2016-1	10691163	民族文化与民族命运	2015000017
2015-2016-1	10510072	中文写作	2015000025
2015-2016-1	90450031	植物分子遗传研讨课	2015000002
2015-2016-1	00691032	先秦诸子与中国文化	2014000046
2015-2016-1	60640082	俄语(第二外国语)(1)	2013000013
2015-2016-1	00690651	文化素质教育讲座（1）	2014000032
2015-2016-1	20750021	文献检索与利用(理工类)	2014000004
2015-2016-1	00510771	商法	2013000046
2015-2016-1	20310314	工程力学A	2013000003
2015-2016-1	02070012	党的知识概论	2014000035
2015-2016-1	00680082	审美的历程	2013000022
2015-2016-1	30641734	阅读与思辨 (3)	2014000010
2015-2016-1	10720501	二年级女生软式排球	2014000045
2015-2016-1	00780271	交响音乐赏析	2013000045
2015-2016-1	10641032	学术英语听说（3）－讨论	2014000002
2015-2016-1	30600064	经济学	2013000037
2015-2016-1	10721121	三年级男生游泳	2013000028
2015-2016-1	20440151	物理化学实验B(1)	2013000042
2015-2016-1	00690651	文化素质教育讲座（1）	2014000002
2015-2016-1	20750021	文献检索与利用(理工类)	2013000029
2015-2016-1	02070012	党的知识概论	2015000047
2015-2016-1	20220124	微机原理与应用	2013000037
2015-2016-1	00690651	文化素质教育讲座（1）	2014000038
2015-2016-1	30450444	生物化学(2)(英文) 	2014000020
2015-2016-1	30510123	会计学原理	2014000027
2015-2016-1	10430801	物理实验B(1)	2014000037
2015-2016-1	10720481	二年级女生健美操	2014000041
2015-2016-1	10420803	概率论与数理统计	2014000004
2015-2016-1	30230842	电子电路与系统基础实验	2014000029
2015-2016-1	10420252	复变函数引论	2014000022
2015-2016-1	20040122	流体力学(2)	2013000043
2015-2016-1	40802403	视觉传达设计概论	2014000046
2015-2016-1	40020191	形态构成	2014000031
2015-2016-1	00690672	《庄子》导读	2014000049
2015-2016-1	00641572	哲学与心理学导论	2015000027
2015-2016-1	10430494	大学物理B(2)	2014000038
2015-2016-1	00690651	文化素质教育讲座（1）	2015000039
2015-2016-1	40808952	中外建筑园林史论（1）	2014000049
2015-2016-1	00800042	外国工艺美术史	2014000026
2015-2016-1	30020721	建筑设计方法概论（1）	2014000024
2015-2016-1	30020542	外国近现代建筑史纲	2014000024
2015-2016-1	30350042	高分子化学与物理	2013000006
2015-2016-1	10430782	物理实验A(1)	2014000036
2015-2016-1	40350351	实验参量测控实验	2014000036
2015-2016-1	02090061	射击	2014000038
2015-2016-1	00800032	中国工艺美术史	2015000019
2015-2016-1	00800032	中国工艺美术史	2015000038
2015-2016-1	40250562	智能优化算法及其应用	2013000007
2015-2016-1	10430782	物理实验A(1)	2014000043
2015-2016-1	40021461	风景园林学导论	2013000026
2015-2016-1	40660764	物权法	2014000026
2015-2016-1	02070071	大学生心理训练与潜能开发	2015000017
2015-2016-1	40021401	建筑色彩设计	2014000024
2015-2016-1	00690651	文化素质教育讲座（1）	2014000023
2015-2016-1	00690651	文化素质教育讲座（1）	2014000010
2015-2016-1	02070012	党的知识概论	2015000002
2015-2016-1	10430944	大学物理A(2)	2015000021
2015-2016-1	00510663	管理学（商学导论）	2014000037
2015-2016-1	40700063	当代国际关系史	2014000009
2015-2016-1	20440151	物理化学实验B(1)	2013000041
2015-2016-1	00740043	C++语言程序设计	2015000014
2015-2016-1	30240184	数据结构	2014000038
2015-2016-1	00690651	文化素质教育讲座（1）	2015000034
2015-2016-1	00690651	文化素质教育讲座（1）	2015000007
2015-2016-1	02070041	学生社会工作概论（提高班）	2014000028
2015-2016-1	10510173	批判性思维与道德推理	2014000016
2015-2016-1	00690863	唐宋词鉴赏	2014000003
2014-2015-2	10720221	一年级男生体育(2)	2014000007
2014-2015-2	10720221	一年级男生体育(2)	2014000018
2014-2015-2	00690762	演讲与口才实用技巧	2013000041
2014-2015-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2013000015
2014-2015-2	20440224	物理化学A(2)	2013000042
2014-2015-2	00590052	中国的统一与台湾问题	2013000013
2014-2015-2	30230104	信号与系统	2013000033
2014-2015-2	10421065	微积分A(2)	2014000038
2014-2015-2	20030102	弹性力学及有限元基础	2013000023
2014-2015-2	20030102	弹性力学及有限元基础	2013000028
2014-2015-2	20030102	弹性力学及有限元基础	2013000027
2014-2015-2	30230852	数字逻辑与处理器基础实验	2013000031
2014-2015-2	30470134	计算理论	2013000034
2014-2015-2	10641022	学术英语听说（2）－综述	2014000044
2014-2015-2	02070161	志愿服务管理概论	2014000031
2014-2015-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2013000043
2014-2015-2	10720371	二年级男生游泳	2013000019
2014-2015-2	10720311	二年级男生篮球	2013000020
2014-2015-2	00804713	服饰设计	2014000046
2014-2015-2	10430811	物理实验B(2)	2013000033
2014-2015-2	10720221	一年级男生体育(2)	2014000012
2014-2015-2	00510353	经济博弈论	2014000018
2014-2015-2	10641082	学术英语读写（3）－文献综述	2014000028
2014-2015-2	10610193	中国近现代史纲要	2014000018
2014-2015-2	00430093	天文学导论	2014000011
2014-2015-2	10510152	中外艺术史	2013000017
2014-2015-2	10610224	毛泽东思想和中国特色社会主义理论体系概论	2013000039
2014-2015-2	00690452	中国古代小说研究与赏析	2014000004
2014-2015-2	10610193	中国近现代史纲要	2014000029
2014-2015-2	10640982	学术英语专项技能——批判性思维	2014000027
2014-2015-2	40640022	美国社会与文化	2014000009
2014-2015-2	10610193	中国近现代史纲要	2014000036
2014-2015-2	00690092	逻辑学概论	2014000019
2014-2015-2	00701211	社会心理探索	2014000023
2014-2015-2	20040083	流体力学(1)	2013000043
2014-2015-2	30230812	电子电路与系统基础（1）	2014000014
2014-2015-2	30450453	分子生物学(英)	2013000012
2014-2015-2	10421102	线性代数(2)	2014000035
2014-2015-2	10430484	大学物理B(1)	2014000033
2014-2015-2	00450041	病毒感染与免疫	2014000003
2014-2015-2	10720311	二年级男生篮球	2013000050
2014-2015-2	10641082	学术英语读写（3）－文献综述	2014000001
2014-2015-2	40450252	生物检测技术与仪器概论	2013000015
2014-2015-2	30450303	遗传学（英文）	2013000011
2014-2015-2	40440283	化学生物学	2013000008
2014-2015-2	40440283	化学生物学	2013000040
2014-2015-2	10641082	学术英语读写（3）－文献综述	2013000002
2014-2015-2	20440161	物理化学实验B(2)	2013000001
2014-2015-2	S1510021	实验室科研探究（1）	2014000005
2014-2015-2	S1510021	实验室科研探究（1）	2014000033
2014-2015-2	10720381	二年级男生武术	2013000008
2014-2015-2	30350232	量子与统计B	2013000003
2014-2015-2	10610193	中国近现代史纲要	2014000032
2014-2015-2	10420884	多元微积分	2014000027
2014-2015-2	10510152	中外艺术史	2013000019
2014-2015-2	30511021	新生专题研讨	2014000018
2014-2015-2	30230842	电子电路与系统基础实验	2014000039
2014-2015-2	60640042	日语(第二外国语)(1)	2013000044
2014-2015-2	20440524	物理化学(1)	2013000002
2014-2015-2	00803233	素描写生	2014000049
2014-2015-2	10641082	学术英语读写（3）－文献综述	2014000008
2014-2015-2	40040152	工程地质	2013000023
2014-2015-2	40040152	工程地质	2013000028
2014-2015-2	40040152	工程地质	2013000027
2014-2015-2	S1510041	实验室科研探究（3）	2013000011
2014-2015-2	30450303	遗传学（英文）	2013000014
2014-2015-2	00781761	管乐合奏初步	2014000023
2014-2015-2	00740113	VC++面向对象与可视化程序设计	2013000041
2014-2015-2	02070041	学生社会工作概论（提高班）	2013000008
2014-2015-2	00641302	商务英语视听说	2014000032
2014-2015-2	00690651	文化素质教育讲座（1）	2014000026
2014-2015-2	00690651	文化素质教育讲座（1）	2014000032
2014-2015-2	00690651	文化素质教育讲座（1）	2014000015
2014-2015-2	00690651	文化素质教育讲座（1）	2013000006
2014-2015-2	00690651	文化素质教育讲座（1）	2013000004
2014-2015-3	10641272	外语实践B	2014000038
2014-2015-3	10641312	外语实践F	2014000029
2014-2015-3	10641282	外语实践C	2014000044
2014-2015-3	20240103	汇编语言程序设计	2013000035
2014-2015-3	40450244	生化与分子生物学综合实验	2013000011
2014-2015-3	40450244	生化与分子生物学综合实验	2013000012
2014-2015-3	40450244	生化与分子生物学综合实验	2013000044
2014-2015-3	40150362	汽车结构拆装实习	2013000039
2014-2015-3	24000013	社区医学实践	2013000014
2014-2015-3	20230242	Matlab高级编程与工程应用	2013000031
2014-2015-3	21510082	金工实习C(集中)	2014000028
2014-2015-3	30410022	Mathematica及其应用	2013000022
2014-2015-3	40040392	地质实习	2013000046
2014-2015-3	30470232	信息物理	2014000021
2014-2015-3	30641132	英语戏剧排练与英语朗读	2014000013
2014-2015-3	30641132	英语戏剧排练与英语朗读	2014000017
2014-2015-3	21510192	电子工艺实习（集中）	2013000037
2014-2015-3	21510192	电子工艺实习（集中）	2013000008
2014-2015-3	21510192	电子工艺实习（集中）	2013000040
2014-2015-3	21510192	电子工艺实习（集中）	2013000009
2014-2015-3	20420073	概率统计实践	2013000045
2014-2015-3	40030971	砌体结构课程设计	2013000050
2014-2015-3	40030971	砌体结构课程设计	2013000023
2014-2015-3	40030971	砌体结构课程设计	2013000028
2014-2015-3	40030971	砌体结构课程设计	2013000027
2014-2015-3	40800382	社会实践	2014000047
2014-2015-3	30410012	Matlab与科学计算引论	2013000020
2014-2015-3	30410012	Matlab与科学计算引论	2013000045
2014-2015-3	40030402	测量实习	2013000050
2014-2015-3	40030402	测量实习	2013000023
2014-2015-3	40030402	测量实习	2013000028
2014-2015-3	40030402	测量实习	2013000027
2014-2015-3	20250133	现代电子系统设计	2013000048
2014-2015-3	10641262	外语实践A	2014000050
2014-2015-3	10641262	外语实践A	2014000034
2014-2015-3	10310062	科技英语实践课	2014000042
2014-2015-3	30410012	Matlab与科学计算引论	2014000019
2014-2015-3	30240522	程序设计训练	2014000021
2014-2015-3	30240522	程序设计训练	2014000038
2014-2015-3	40030721	建筑设计概论	2014000006
2014-2015-3	40030721	建筑设计概论	2014000035
2014-2015-3	21510123	金工实习B(集中)	2013000047
2014-2015-3	20450053	普通生物学野外综合实习	2013000015
2014-2015-3	20740073	计算机程序设计基础	2013000016
2014-2015-3	10641312	外语实践F	2014000002
2014-2015-3	21510082	金工实习C(集中)	2014000001
2014-2015-3	10641272	外语实践B	2014000047
2014-2015-3	30240522	程序设计训练	2014000022
2014-2015-3	40030721	建筑设计概论	2014000005
2014-2015-3	40030721	建筑设计概论	2014000033
2014-2015-3	30020641	建筑美术（3） 	2014000031
2014-2015-3	30020641	建筑美术（3） 	2014000030
2014-2015-3	40670483	清影工作坊	2013000038
2014-2015-3	30320362	应用软件设计与实践（1）	2013000049
2015-2016-1	10421094	线性代数(1)	2015000016
2015-2016-1	10641042	学术英语听说（4）－辩论	2015000023
2015-2016-1	10640962	中级英语写作	2014000018
2015-2016-1	00641532	科学与社会	2015000035
2015-2016-1	S1510021	实验室科研探究（1）	2015000010
2015-2016-1	S1510021	实验室科研探究（1）	2015000019
2015-2016-1	10510103	西方文明	2015000025
2015-2016-1	02090081	当代军官应具备的基本素质讲座	2015000045
2015-2016-1	02090081	当代军官应具备的基本素质讲座	2015000042
2015-2016-1	30240233	程序设计基础	2015000003
2015-2016-1	30240233	程序设计基础	2015000009
2015-2016-1	10720011	体育(1)	2015000005
2015-2016-1	30240233	程序设计基础	2015000019
2015-2016-1	30420405	数学分析(1)	2015000020
2015-2016-1	30420405	数学分析(1)	2013000022
2015-2016-1	10720361	二年级男生健美	2014000042
2015-2016-1	10510082	中文沟通	2014000016
2015-2016-1	40021361	建筑设计基础（1）	2015000004
2015-2016-1	40021361	建筑设计基础（1）	2015000028
2015-2016-1	10641082	学术英语读写（3）－文献综述	2015000004
2015-2016-1	10421055	微积分A(1)	2015000025
2015-2016-1	40021361	建筑设计基础（1）	2015000022
2015-2016-1	10641012	学术英语听说（1）- 转述	2014000039
2015-2016-1	30600053	财务分析基础	2013000037
2015-2016-1	30450392	生命科学前沿	2015000014
2015-2016-1	30470013	计算机入门	2015000018
2015-2016-1	30020492	空间形体表达基础	2015000031
2015-2016-1	10720011	体育(1)	2015000023
2015-2016-1	10720011	体育(1)	2015000022
2015-2016-1	10610183	思想道德修养与法律基础	2015000033
2015-2016-1	10610183	思想道德修养与法律基础	2015000012
2015-2016-1	10610183	思想道德修养与法律基础	2015000041
2015-2016-1	10610183	思想道德修养与法律基础	2015000047
2015-2016-1	10641022	学术英语听说（2）－综述	2015000050
2015-2016-1	00690651	文化素质教育讲座（1）	2015000047
2015-2016-1	10641012	学术英语听说（1）- 转述	2015000040
2015-2016-1	40450222	蛋白质的结构、功能与进化	2013000011
2015-2016-1	40701003	经济外交事务、礼仪与谈判	2014000008
2015-2016-1	10420243	随机数学方法	2015000012
2015-2016-1	10430494	大学物理B(2)	2014000033
2015-2016-1	30350281	材料科学与工程实验（2）	2013000003
2015-2016-1	80611852	性别研究与女性主义伦理学	2015000038
2015-2016-1	20220353	电磁场	2013000037
2015-2016-1	00691153	不朽的艺术：走进大师与经典	2014000024
2015-2016-1	30510833	经济学原理(1)	2014000012
2015-2016-1	00640272	美国社会与文化	2015000038
2015-2016-1	10721041	三年级男生网球	2013000046
2015-2016-1	20120152	工程图学基础	2014000014
2015-2016-1	00782311	西方经典歌剧赏析	2015000038
2015-2016-1	20740073	计算机程序设计基础	2013000010
2015-2016-1	10721031	三年级男生足球提高课	2013000021
2015-2016-1	00780331	管乐合奏(1)	2014000023
2015-2016-1	00690651	文化素质教育讲座（1）	2013000039
2015-2016-1	00780271	交响音乐赏析	2014000046
2015-2016-1	10721011	三年级男生篮球提高课	2013000050
2015-2016-1	60640062	德语(第二外国语)(1)	2014000009
2015-2016-1	10430494	大学物理B(2)	2014000020
2015-2016-1	10721711	三年级女生中国秧歌	2013000037
2015-2016-1	30030441	混凝土结构试验	2013000029
2015-2016-1	10430801	物理实验B(1)	2014000038
2015-2016-1	00690651	文化素质教育讲座（1）	2014000022
2015-2016-1	40021401	建筑色彩设计	2014000031
2015-2016-1	40021401	建筑色彩设计	2014000030
2015-2016-1	10641032	学术英语听说（3）－讨论	2015000028
2015-2016-1	00120181	绿色制造与可持续发展	2013000022
2015-2016-1	10420252	复变函数引论	2014000037
2015-2016-1	30230272	数据库	2013000033
2015-2016-1	10720331	二年级男生足球	2014000030
2015-2016-1	30350042	高分子化学与物理	2013000004
2015-2016-1	10610183	思想道德修养与法律基础	2015000030
2015-2016-1	10420262	数理方程引论	2014000023
2015-2016-1	00690793	诗词格律与创作	2015000024
2015-2016-1	00680082	审美的历程	2014000028
2015-2016-1	10720911	二年级男生羽毛球	2014000034
2015-2016-1	40700533	世界经济史	2015000017
2015-2016-1	00690612	生命伦理学及其案例研究	2014000045
2015-2016-1	30230822	电子电路与系统基础（2）	2014000002
2015-2016-1	21550012	电子技术实验	2014000037
2015-2016-1	20250103	数字电子技术基础	2014000037
2015-2016-1	40807142	视听语言	2014000050
2015-2016-1	10641042	学术英语听说（4）－辩论	2015000031
2015-2016-1	30350064	材料科学基础(1)	2014000036
2015-2016-1	40660744	刑法总论	2014000026
2015-2016-1	30470124	算法设计	2014000021
2015-2016-1	30020653	建筑美术（4） 	2014000031
2015-2016-1	30020653	建筑美术（4） 	2014000030
2015-2016-1	10720231	体疗（1）	2015000026
2015-2016-1	00781882	多元文化中的音乐现象	2013000041
2015-2016-1	40660744	刑法总论	2014000008
2015-2016-1	40250443	数值分析与算法	2013000048
2015-2016-1	00690651	文化素质教育讲座（1）	2014000009
2015-2016-1	40020191	形态构成	2014000024
2015-2016-1	00690651	文化素质教育讲座（1）	2014000008
2015-2016-1	00690651	文化素质教育讲座（1）	2014000047
2015-2016-1	30020542	外国近现代建筑史纲	2014000015
2015-2016-1	00690651	文化素质教育讲座（1）	2014000050
2015-2016-1	30250212	电力电子技术基础	2013000048
2015-2016-1	10510103	西方文明	2014000012
2015-2016-1	00510133	会计学原理	2013000038
2015-2016-1	10610183	思想道德修养与法律基础	2015000017
2015-2016-1	00804001	玻璃艺术	2014000045
2015-2016-1	60640042	日语(第二外国语)(1)	2014000046
2015-2016-1	S1510021	实验室科研探究（1）	2014000046
2015-2016-1	00690651	文化素质教育讲座（1）	2015000003
2015-2016-1	00690651	文化素质教育讲座（1）	2015000011
2015-2016-1	00690651	文化素质教育讲座（1）	2015000009
2015-2016-1	00690651	文化素质教育讲座（1）	2015000042
2015-2016-1	00690651	文化素质教育讲座（1）	2015000049
2015-2016-1	00690651	文化素质教育讲座（1）	2015000038
2015-2016-1	00690651	文化素质教育讲座（1）	2015000008
2015-2016-1	02070012	党的知识概论	2015000020
2015-2016-1	00240053	面向计算机科学的离散数学A	2013000044
2015-2016-1	02070251	大学生职业生涯规划与发展	2014000050
2015-2016-1	00690612	生命伦理学及其案例研究	2015000006
2015-2016-1	10641022	学术英语听说（2）－综述	2015000047
2015-2016-1	00804001	玻璃艺术	2014000048
2015-2016-1	02070012	党的知识概论	2015000043
2015-2016-1	00691312	当代法国思想与文化研究	2015000037
2015-2016-1	10641032	学术英语听说（3）－讨论	2015000015
2015-2016-1	10450012	现代生物学导论	2015000030
2015-2016-1	11030013	大学精神之源流	2015000020
2015-2016-1	11030013	大学精神之源流	2015000034
2015-2016-1	10440012	大学化学B	2015000035
2015-2016-1	02090081	当代军官应具备的基本素质讲座	2015000041
2015-2016-1	20740042	计算机文化基础	2015000032
2015-2016-1	40021116	建筑设计(1)	2015000004
2015-2016-1	40420393	离散数学	2015000013
2015-2016-1	30641634	阅读与思辨（1）	2015000005
2015-2016-1	30641784	英文读写（1）	2015000007
2015-2016-1	30641634	阅读与思辨（1）	2015000006
2015-2016-1	30350161	材料学概论	2015000050
2015-2016-1	30420124	高等代数与几何(1)	2015000020
2015-2016-1	30020552	外国古代建筑史纲	2015000029
2015-2016-1	10720011	体育(1)	2015000049
2015-2016-1	10720011	体育(1)	2014000045
2015-2016-1	10720011	体育(1)	2015000027
2015-2016-1	10720011	体育(1)	2015000034
2015-2016-1	10610183	思想道德修养与法律基础	2015000021
2015-2016-1	10421075	微积分B(1)	2015000014
2015-2016-1	30510842	信息管理导论	2014000012
2015-2016-1	40021136	建筑设计(3)	2014000031
2015-2016-1	40021136	建筑设计(3)	2014000030
2015-2016-1	30040342	水文学原理与应用（1）	2013000046
2015-2016-1	30230613	数字信号处理	2013000024
2015-2016-1	00510473	经济思想史	2014000033
2015-2016-1	00510454	经济学原理	2014000032
2015-2016-1	10430782	物理实验A(1)	2014000042
2015-2016-1	10641072	学术英语读写（2）－议论文	2015000022
2015-2016-1	00690651	文化素质教育讲座（1）	2013000003
2015-2016-1	00690651	文化素质教育讲座（1）	2013000030
2015-2016-1	10720381	二年级男生武术	2014000035
2015-2016-1	10721041	三年级男生网球	2013000024
2015-2016-1	00782131	艺术欣赏导论	2014000047
2015-2016-1	00690651	文化素质教育讲座（1）	2013000036
2015-2016-1	30030352	工程经济学	2013000028
2015-2016-1	30030352	工程经济学	2013000027
2015-2016-1	00782521	曲艺表演基础训练（3）  	2014000002
2015-2016-1	10610204	马克思主义基本原理	2014000039
2015-2016-1	00781872	西方古典音乐文化	2013000042
2015-2016-1	00641302	商务英语视听说	2015000023
2015-2016-1	02070012	党的知识概论	2013000003
2015-2016-1	02070012	党的知识概论	2014000033
2015-2016-1	30470113	高等计算机图形学	2013000036
2015-2016-1	40660293	民事诉讼法学	2014000008
2015-2016-1	40430303	专题研究课(1)	2013000010
2015-2016-1	30040263	土力学(1)	2013000046
2015-2016-1	10721111	三年级男生健美	2013000022
2015-2016-1	10721111	三年级男生健美	2013000002
2015-2016-1	00690651	文化素质教育讲座（1）	2014000001
2015-2016-1	00690651	文化素质教育讲座（1）	2014000028
2015-2016-1	00750011	图书馆概论	2014000045
2015-2016-1	00690651	文化素质教育讲座（1）	2013000034
2015-2016-1	00690651	文化素质教育讲座（1）	2013000021
2015-2016-1	20030052	结构力学(2)(中文)	2013000029
2015-2016-1	20030052	结构力学(2)(中文)	2013000028
2015-2016-1	20030052	结构力学(2)(中文)	2013000027
2015-2016-1	00690651	文化素质教育讲座（1）	2014000021
2015-2016-1	20310314	工程力学A	2013000004
2015-2016-1	00690651	文化素质教育讲座（1）	2013000050
2015-2016-1	00690651	文化素质教育讲座（1）	2013000023
2015-2016-1	00690651	文化素质教育讲座（1）	2013000028
2015-2016-1	00782541	导演学基础理论与实践	2014000028
2015-2016-1	20440151	物理化学实验B(1)	2014000036
2015-2016-1	10610204	马克思主义基本原理	2014000034
2015-2016-1	10430494	大学物理B(2)	2014000034
2015-2016-1	30030352	工程经济学	2013000029
2015-2016-1	40804342	坦培拉（水性）	2014000048
2015-2016-1	30420384	抽象代数	2015000011
2015-2016-1	30420384	抽象代数	2015000010
2015-2016-1	40340173	传递过程原理	2013000041
2015-2016-1	20310314	工程力学A	2013000006
2015-2016-1	10610204	马克思主义基本原理	2014000015
2015-2016-1	30310513	航天器动力学	2013000030
2015-2016-1	30260133	电子学基础	2013000013
2015-2016-1	00430093	天文学导论	2014000006
2015-2016-1	00690672	《庄子》导读	2015000039
2015-2016-1	40240354	计算机组成原理	2013000035
2015-2016-1	00690651	文化素质教育讲座（1）	2014000027
2015-2016-1	00690651	文化素质教育讲座（1）	2014000025
2015-2016-1	S1510051	实验室科研探究（4）	2014000023
2015-2016-1	40670433	媒介经济学	2014000040
2015-2016-1	20440563	物理化学(2)	2013000040
2015-2016-1	00690651	文化素质教育讲座（1）	2013000042
2015-2016-1	00690651	文化素质教育讲座（1）	2013000016
2015-2016-1	40805991	空间测绘	2014000049
2015-2016-1	00690651	文化素质教育讲座（1）	2015000025
2015-2016-1	00690651	文化素质教育讲座（1）	2015000012
2015-2016-1	00690651	文化素质教育讲座（1）	2015000005
2015-2016-1	30641652	英国社会与文化	2015000005
2015-2016-1	02070012	党的知识概论	2015000024
2015-2016-1	02070012	党的知识概论	2015000023
2015-2016-1	00691223	宗教学基础知识	2014000030
2015-2016-1	02070012	党的知识概论	2015000004
2015-2016-1	00782131	艺术欣赏导论	2015000037
2015-2016-1	10721161	三年级男生散手	2013000004
2015-2016-1	10641032	学术英语听说（3）－讨论	2015000032
2015-2016-1	20750021	文献检索与利用(理工类)	2013000015
2015-2016-1	10641022	学术英语听说（2）－综述	2015000002
2015-2016-1	20740042	计算机文化基础	2015000040
2015-2016-1	10660012	法律基础	2015000028
2015-2016-1	10421094	线性代数(1)	2015000030
2015-2016-1	10421055	微积分A(1)	2015000049
2015-2016-1	30641252	英语口语(3)	2014000009
2015-2016-1	20740042	计算机文化基础	2013000010
2015-2016-1	20740073	计算机程序设计基础	2015000036
2015-2016-1	10421094	线性代数(1)	2015000027
2015-2016-1	10641032	学术英语听说（3）－讨论	2015000037
2015-2016-1	10450021	现代生物学导论实验	2015000030
2015-2016-1	30641082	英语听力(3)	2015000005
2015-2016-1	10691163	民族文化与民族命运	2015000022
2015-2016-1	00250154	交叉项目综合训练A	2014000037
2015-2016-1	00640312	影视欣赏	2015000005
2015-2016-1	30641484	英语写作(1)	2015000017
2015-2016-1	30641484	英语写作(1)	2015000024
2015-2016-1	30210041	信息科学技术概论	2015000047
2015-2016-1	30020623	建筑美术（1） 	2015000026
2015-2016-1	30020623	建筑美术（1） 	2015000029
2015-2016-1	20440333	有机化学B	2015000002
2015-2016-1	20440333	有机化学B	2015000027
2015-2016-1	10720011	体育(1)	2015000003
2015-2016-1	10720011	体育(1)	2015000039
2015-2016-1	30640112	英语口语(2)	2015000024
2015-2016-1	10450034	普通生物学	2015000015
2015-2016-1	10421055	微积分A(1)	2015000003
2015-2016-1	10421055	微积分A(1)	2015000048
2015-2016-1	10421075	微积分B(1)	2015000028
2015-2016-1	10421094	线性代数(1)	2015000039
2015-2016-1	10421094	线性代数(1)	2015000021
2015-2016-1	10421094	线性代数(1)	2015000014
2015-2016-1	10421094	线性代数(1)	2015000050
2015-2016-1	00510473	经济思想史	2014000041
2015-2016-1	10610204	马克思主义基本原理	2014000004
2015-2016-1	00690702	1966-1976年中国文化史论	2013000028
2015-2016-1	10721041	三年级男生网球	2013000015
2015-2016-1	00050071	环境保护与可持续发展	2014000004
2015-2016-1	10721751	三年级女生跆拳道	2013000038
2015-2016-1	00340153	纳米能源	2013000003
2015-2016-1	00690651	文化素质教育讲座（1）	2014000005
2015-2016-1	00690651	文化素质教育讲座（1）	2014000033
2015-2016-1	10610204	马克思主义基本原理	2014000042
2015-2016-1	00690651	文化素质教育讲座（1）	2014000004
2015-2016-1	00780331	管乐合奏(1)	2014000008
2015-2016-1	60640042	日语(第二外国语)(1)	2013000011
2015-2016-1	10641042	学术英语听说（4）－辩论	2015000035
2015-2016-1	20120152	工程图学基础	2014000029
2015-2016-1	00690651	文化素质教育讲座（1）	2013000038
2015-2016-1	40240572	计算机网络安全技术	2013000021
2015-2016-1	10420803	概率论与数理统计	2014000005
2015-2016-1	00690651	文化素质教育讲座（1）	2013000044
2015-2016-1	00690651	文化素质教育讲座（1）	2014000039
2015-2016-1	10720581	二年级女生羽毛球	2014000015
2015-2016-1	00690342	西方哲学精神探源	2013000015
2015-2016-1	00690342	西方哲学精神探源	2013000016
2015-2016-1	30230873	操作系统	2013000033
2015-2016-1	40910181	因材施教导师制研讨课(1)	2013000007
2015-2016-1	02090061	射击	2013000006
2015-2016-1	30910082	房地产价格理论与估价方法	2013000007
2015-2016-1	30450314	生物化学基础实验	2014000011
2015-2016-1	30020542	外国近现代建筑史纲	2014000031
2015-2016-1	30020542	外国近现代建筑史纲	2014000030
2015-2016-1	20440563	物理化学(2)	2013000002
2015-2016-1	30510842	信息管理导论	2014000018
2015-2016-1	20310394	材料力学	2014000004
2015-2016-1	20250103	数字电子技术基础	2014000032
2015-2016-1	30240063	信号处理原理	2013000021
2015-2016-1	10430782	物理实验A(1)	2014000005
2015-2016-1	10430782	物理实验A(1)	2014000033
2015-2016-1	20440441	物理化学实验C	2014000003
2015-2016-1	30350064	材料科学基础(1)	2014000043
2015-2016-1	30310493	传热学	2013000030
2015-2016-1	30020501	专业外语阅读	2013000026
2015-2016-1	30020653	建筑美术（4） 	2014000015
2015-2016-1	40640292	日语泛读(1)	2014000041
2015-2016-1	30350093	材料化学	2013000004
2015-2016-1	20250153	数字电子技术基础B	2014000021
2015-2016-1	40640712	英语诗歌选读	2014000017
2015-2016-1	40641051	经典作品阅读（3）	2014000013
2015-2016-1	40641051	经典作品阅读（3）	2014000017
2015-2016-1	31550011	电子学基础实验	2014000038
2015-2016-1	30700362	国际关系学理论基础	2014000009
2015-2016-1	30640262	语言学概论	2014000009
2015-2016-1	40641021	经典作品阅读(1)	2015000017
2015-2016-1	40641021	经典作品阅读(1)	2015000024
2015-2016-1	00690651	文化素质教育讲座（1）	2013000019
2015-2016-1	34000092	病毒与蛋白质结构	2013000012
2015-2016-1	00690612	生命伦理学及其案例研究	2013000013
2015-2016-1	00780311	民族管弦乐合奏(1)	2013000045
2015-2016-1	00690651	文化素质教育讲座（1）	2014000046
2015-2016-1	40660183	刑事诉讼法学	2014000008
